predicted_label|	stack|	buffer|	dependencies|	sentence
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k2'), (3, 1, 'k1')]|	ROOT Avu xUdanu nAkuwoMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ixaMwA cUsiMxi SAraxa
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT ixaMwA cUsiMxi SAraxa
LEFTARC#k2|	[0, 1, 2]|	[3]|	[]|	ROOT ixaMwA cUsiMxi SAraxa
SHIFT|	[0, 2]|	[3]|	[(2, 1, 'k2')]|	ROOT ixaMwA cUsiMxi SAraxa
RIGHTARC#k1|	[0, 2, 3]|	[]|	[(2, 1, 'k2')]|	ROOT ixaMwA cUsiMxi SAraxa
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k2'), (2, 3, 'k1')]|	ROOT ixaMwA cUsiMxi SAraxa
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT AmeVku saMxehaM kaligiMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT AmeVku saMxehaM kaligiMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT AmeVku saMxehaM kaligiMxi
LEFTARC#pof|	[0, 1, 2, 3]|	[]|	[]|	ROOT AmeVku saMxehaM kaligiMxi
LEFTARC#k4a|	[0, 1, 3]|	[]|	[(3, 2, 'pof')]|	ROOT AmeVku saMxehaM kaligiMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'pof'), (3, 1, 'k4a')]|	ROOT AmeVku saMxehaM kaligiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT kodi guddu peVduwuMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT kodi guddu peVduwuMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT kodi guddu peVduwuMxi
LEFTARC#k2|	[0, 1, 2, 3]|	[]|	[]|	ROOT kodi guddu peVduwuMxi
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'k2')]|	ROOT kodi guddu peVduwuMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k2'), (3, 1, 'k1')]|	ROOT kodi guddu peVduwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT wedA eVMxuku NULL
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT wedA eVMxuku NULL
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT wedA eVMxuku NULL
LEFTARC#rh|	[0, 1, 2, 3]|	[]|	[]|	ROOT wedA eVMxuku NULL
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'rh')]|	ROOT wedA eVMxuku NULL
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'rh'), (3, 1, 'k1')]|	ROOT wedA eVMxuku NULL
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT nannu mA amma kannaxi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT nannu mA amma kannaxi
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT nannu mA amma kannaxi
LEFTARC#r6|	[0, 1, 2, 3]|	[4]|	[]|	ROOT nannu mA amma kannaxi
SHIFT|	[0, 1, 3]|	[4]|	[(3, 2, 'r6')]|	ROOT nannu mA amma kannaxi
LEFTARC#k1|	[0, 1, 3, 4]|	[]|	[(3, 2, 'r6')]|	ROOT nannu mA amma kannaxi
LEFTARC#k2|	[0, 1, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k1')]|	ROOT nannu mA amma kannaxi
RIGHTARC#root|	[0, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k1'), (4, 1, 'k2')]|	ROOT nannu mA amma kannaxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT nenu nA pillanu kanAli
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT nenu nA pillanu kanAli
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT nenu nA pillanu kanAli
LEFTARC#r6|	[0, 1, 2, 3]|	[4]|	[]|	ROOT nenu nA pillanu kanAli
SHIFT|	[0, 1, 3]|	[4]|	[(3, 2, 'r6')]|	ROOT nenu nA pillanu kanAli
LEFTARC#k2|	[0, 1, 3, 4]|	[]|	[(3, 2, 'r6')]|	ROOT nenu nA pillanu kanAli
LEFTARC#k1|	[0, 1, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k2')]|	ROOT nenu nA pillanu kanAli
RIGHTARC#root|	[0, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k2'), (4, 1, 'k1')]|	ROOT nenu nA pillanu kanAli
SHIFT|	[0]|	[1, 2]|	[]|	ROOT saMgawulu weVlusukovAli
SHIFT|	[0, 1]|	[2]|	[]|	ROOT saMgawulu weVlusukovAli
LEFTARC#k2|	[0, 1, 2]|	[]|	[]|	ROOT saMgawulu weVlusukovAli
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k2')]|	ROOT saMgawulu weVlusukovAli
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
SHIFT|	[0, 1]|	[2, 3, 4, 5]|	[]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
LEFTARC#k2|	[0, 1, 2]|	[3, 4, 5]|	[]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
SHIFT|	[0, 2]|	[3, 4, 5]|	[(2, 1, 'k2')]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
LEFTARC#ccof|	[0, 2, 3]|	[4, 5]|	[(2, 1, 'k2')]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
SHIFT|	[0, 3]|	[4, 5]|	[(2, 1, 'k2'), (3, 2, 'ccof')]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
LEFTARC#k2|	[0, 3, 4]|	[5]|	[(2, 1, 'k2'), (3, 2, 'ccof')]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
SHIFT|	[0, 4]|	[5]|	[(2, 1, 'k2'), (3, 2, 'ccof'), (4, 3, 'k2')]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
RIGHTARC#k1|	[0, 4, 5]|	[]|	[(2, 1, 'k2'), (3, 2, 'ccof'), (4, 3, 'k2')]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'k2'), (3, 2, 'ccof'), (4, 3, 'k2'), (4, 5, 'k1')]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
SHIFT|	[0, 1]|	[2, 3, 4, 5, 6, 7]|	[]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
LEFTARC#k2|	[0, 1, 2]|	[3, 4, 5, 6, 7]|	[]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
SHIFT|	[0, 2]|	[3, 4, 5, 6, 7]|	[(2, 1, 'k2')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
LEFTARC#nmod__relc|	[0, 2, 3]|	[4, 5, 6, 7]|	[(2, 1, 'k2')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
SHIFT|	[0, 3]|	[4, 5, 6, 7]|	[(2, 1, 'k2'), (3, 2, 'nmod__relc')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
LEFTARC#k2|	[0, 3, 4]|	[5, 6, 7]|	[(2, 1, 'k2'), (3, 2, 'nmod__relc')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
SHIFT|	[0, 4]|	[5, 6, 7]|	[(2, 1, 'k2'), (3, 2, 'nmod__relc'), (4, 3, 'k2')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
LEFTARC#ccof|	[0, 4, 5]|	[6, 7]|	[(2, 1, 'k2'), (3, 2, 'nmod__relc'), (4, 3, 'k2')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
SHIFT|	[0, 5]|	[6, 7]|	[(2, 1, 'k2'), (3, 2, 'nmod__relc'), (4, 3, 'k2'), (5, 4, 'ccof')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
LEFTARC#k2|	[0, 5, 6]|	[7]|	[(2, 1, 'k2'), (3, 2, 'nmod__relc'), (4, 3, 'k2'), (5, 4, 'ccof')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
SHIFT|	[0, 6]|	[7]|	[(2, 1, 'k2'), (3, 2, 'nmod__relc'), (4, 3, 'k2'), (5, 4, 'ccof'), (6, 5, 'k2')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
RIGHTARC#k1|	[0, 6, 7]|	[]|	[(2, 1, 'k2'), (3, 2, 'nmod__relc'), (4, 3, 'k2'), (5, 4, 'ccof'), (6, 5, 'k2')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
RIGHTARC#root|	[0, 6]|	[]|	[(2, 1, 'k2'), (3, 2, 'nmod__relc'), (4, 3, 'k2'), (5, 4, 'ccof'), (6, 5, 'k2'), (6, 7, 'k1')]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT roju dAktaru vacciMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT roju dAktaru vacciMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT roju dAktaru vacciMxi
LEFTARC#k1|	[0, 1, 2, 3]|	[]|	[]|	ROOT roju dAktaru vacciMxi
LEFTARC#k7t|	[0, 1, 3]|	[]|	[(3, 2, 'k1')]|	ROOT roju dAktaru vacciMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k1'), (3, 1, 'k7t')]|	ROOT roju dAktaru vacciMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT SAraxa adigiMxi
SHIFT|	[0, 1]|	[2]|	[]|	ROOT SAraxa adigiMxi
LEFTARC#k1|	[0, 1, 2]|	[]|	[]|	ROOT SAraxa adigiMxi
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k1')]|	ROOT SAraxa adigiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT dAktaru vivarAlu ceVppiMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT dAktaru vivarAlu ceVppiMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT dAktaru vivarAlu ceVppiMxi
LEFTARC#k2|	[0, 1, 2, 3]|	[]|	[]|	ROOT dAktaru vivarAlu ceVppiMxi
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'k2')]|	ROOT dAktaru vivarAlu ceVppiMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k2'), (3, 1, 'k1')]|	ROOT dAktaru vivarAlu ceVppiMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
SHIFT|	[0, 1]|	[2, 3, 4, 5, 6, 7]|	[]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
LEFTARC#k1|	[0, 1, 2]|	[3, 4, 5, 6, 7]|	[]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
SHIFT|	[0, 2]|	[3, 4, 5, 6, 7]|	[(2, 1, 'k1')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
LEFTARC#nmod__relc|	[0, 2, 3]|	[4, 5, 6, 7]|	[(2, 1, 'k1')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
SHIFT|	[0, 3]|	[4, 5, 6, 7]|	[(2, 1, 'k1'), (3, 2, 'nmod__relc')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
SHIFT|	[0, 3, 4]|	[5, 6, 7]|	[(2, 1, 'k1'), (3, 2, 'nmod__relc')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
LEFTARC#r6|	[0, 3, 4, 5]|	[6, 7]|	[(2, 1, 'k1'), (3, 2, 'nmod__relc')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
SHIFT|	[0, 3, 5]|	[6, 7]|	[(2, 1, 'k1'), (3, 2, 'nmod__relc'), (5, 4, 'r6')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
LEFTARC#nmod|	[0, 3, 5, 6]|	[7]|	[(2, 1, 'k1'), (3, 2, 'nmod__relc'), (5, 4, 'r6')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
SHIFT|	[0, 3, 6]|	[7]|	[(2, 1, 'k1'), (3, 2, 'nmod__relc'), (5, 4, 'r6'), (6, 5, 'nmod')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
LEFTARC#k4|	[0, 3, 6, 7]|	[]|	[(2, 1, 'k1'), (3, 2, 'nmod__relc'), (5, 4, 'r6'), (6, 5, 'nmod')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
LEFTARC#k1|	[0, 3, 7]|	[]|	[(2, 1, 'k1'), (3, 2, 'nmod__relc'), (5, 4, 'r6'), (6, 5, 'nmod'), (7, 6, 'k4')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
RIGHTARC#root|	[0, 7]|	[]|	[(2, 1, 'k1'), (3, 2, 'nmod__relc'), (5, 4, 'r6'), (6, 5, 'nmod'), (7, 6, 'k4'), (7, 3, 'k1')]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT guddulo AhAraM nilava uMtuMxi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT guddulo AhAraM nilava uMtuMxi
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT guddulo AhAraM nilava uMtuMxi
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT guddulo AhAraM nilava uMtuMxi
LEFTARC#pof|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT guddulo AhAraM nilava uMtuMxi
LEFTARC#k1|	[0, 1, 2, 4]|	[]|	[(4, 3, 'pof')]|	ROOT guddulo AhAraM nilava uMtuMxi
LEFTARC#k7p|	[0, 1, 4]|	[]|	[(4, 3, 'pof'), (4, 2, 'k1')]|	ROOT guddulo AhAraM nilava uMtuMxi
RIGHTARC#root|	[0, 4]|	[]|	[(4, 3, 'pof'), (4, 2, 'k1'), (4, 1, 'k7p')]|	ROOT guddulo AhAraM nilava uMtuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT pilla AhAraM wIsukuMtuMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT pilla AhAraM wIsukuMtuMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT pilla AhAraM wIsukuMtuMxi
LEFTARC#k2|	[0, 1, 2, 3]|	[]|	[]|	ROOT pilla AhAraM wIsukuMtuMxi
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'k2')]|	ROOT pilla AhAraM wIsukuMtuMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k2'), (3, 1, 'k1')]|	ROOT pilla AhAraM wIsukuMtuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT waravAwa bayata paduwuMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT waravAwa bayata paduwuMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT waravAwa bayata paduwuMxi
LEFTARC#k7t|	[0, 1, 2, 3]|	[]|	[]|	ROOT waravAwa bayata paduwuMxi
LEFTARC#sent-adv|	[0, 1, 3]|	[]|	[(3, 2, 'k7t')]|	ROOT waravAwa bayata paduwuMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k7t'), (3, 1, 'sent-adv')]|	ROOT waravAwa bayata paduwuMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
SHIFT|	[0, 1]|	[2, 3, 4, 5]|	[]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
LEFTARC#nmod|	[0, 1, 2]|	[3, 4, 5]|	[]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
SHIFT|	[0, 2]|	[3, 4, 5]|	[(2, 1, 'nmod')]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
SHIFT|	[0, 2, 3]|	[4, 5]|	[(2, 1, 'nmod')]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
SHIFT|	[0, 2, 3, 4]|	[5]|	[(2, 1, 'nmod')]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
LEFTARC#k5|	[0, 2, 3, 4, 5]|	[]|	[(2, 1, 'nmod')]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
LEFTARC#k1|	[0, 2, 3, 5]|	[]|	[(2, 1, 'nmod'), (5, 4, 'k5')]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
LEFTARC#k4|	[0, 2, 5]|	[]|	[(2, 1, 'nmod'), (5, 4, 'k5'), (5, 3, 'k1')]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
RIGHTARC#root|	[0, 5]|	[]|	[(2, 1, 'nmod'), (5, 4, 'k5'), (5, 3, 'k1'), (5, 2, 'k4')]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT rakwaMwo ixi aMxuwuMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT rakwaMwo ixi aMxuwuMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT rakwaMwo ixi aMxuwuMxi
LEFTARC#k1|	[0, 1, 2, 3]|	[]|	[]|	ROOT rakwaMwo ixi aMxuwuMxi
LEFTARC#rh|	[0, 1, 3]|	[]|	[(3, 2, 'k1')]|	ROOT rakwaMwo ixi aMxuwuMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k1'), (3, 1, 'rh')]|	ROOT rakwaMwo ixi aMxuwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT Upiri ilAge aMxuwuMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT Upiri ilAge aMxuwuMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT Upiri ilAge aMxuwuMxi
LEFTARC#adv|	[0, 1, 2, 3]|	[]|	[]|	ROOT Upiri ilAge aMxuwuMxi
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'adv')]|	ROOT Upiri ilAge aMxuwuMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'adv'), (3, 1, 'k1')]|	ROOT Upiri ilAge aMxuwuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT xUda eVxigAka bayata paduwuMxi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT xUda eVxigAka bayata paduwuMxi
LEFTARC#k1|	[0, 1, 2]|	[3, 4]|	[]|	ROOT xUda eVxigAka bayata paduwuMxi
SHIFT|	[0, 2]|	[3, 4]|	[(2, 1, 'k1')]|	ROOT xUda eVxigAka bayata paduwuMxi
SHIFT|	[0, 2, 3]|	[4]|	[(2, 1, 'k1')]|	ROOT xUda eVxigAka bayata paduwuMxi
LEFTARC#pof|	[0, 2, 3, 4]|	[]|	[(2, 1, 'k1')]|	ROOT xUda eVxigAka bayata paduwuMxi
LEFTARC#vmod|	[0, 2, 4]|	[]|	[(2, 1, 'k1'), (4, 3, 'pof')]|	ROOT xUda eVxigAka bayata paduwuMxi
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'k1'), (4, 3, 'pof'), (4, 2, 'vmod')]|	ROOT xUda eVxigAka bayata paduwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT manaM alAge kaMtAM
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT manaM alAge kaMtAM
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT manaM alAge kaMtAM
LEFTARC#adv|	[0, 1, 2, 3]|	[]|	[]|	ROOT manaM alAge kaMtAM
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'adv')]|	ROOT manaM alAge kaMtAM
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'adv'), (3, 1, 'k1')]|	ROOT manaM alAge kaMtAM
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT bidda walli kadupulo peVruguwuMxi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT bidda walli kadupulo peVruguwuMxi
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT bidda walli kadupulo peVruguwuMxi
LEFTARC#r6|	[0, 1, 2, 3]|	[4]|	[]|	ROOT bidda walli kadupulo peVruguwuMxi
SHIFT|	[0, 1, 3]|	[4]|	[(3, 2, 'r6')]|	ROOT bidda walli kadupulo peVruguwuMxi
LEFTARC#k7p|	[0, 1, 3, 4]|	[]|	[(3, 2, 'r6')]|	ROOT bidda walli kadupulo peVruguwuMxi
LEFTARC#k1|	[0, 1, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k7p')]|	ROOT bidda walli kadupulo peVruguwuMxi
RIGHTARC#root|	[0, 4]|	[]|	[(3, 2, 'r6'), (4, 3, 'k7p'), (4, 1, 'k1')]|	ROOT bidda walli kadupulo peVruguwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT neVlalu kadupulo uMtuMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT neVlalu kadupulo uMtuMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT neVlalu kadupulo uMtuMxi
LEFTARC#k7p|	[0, 1, 2, 3]|	[]|	[]|	ROOT neVlalu kadupulo uMtuMxi
LEFTARC#k7t|	[0, 1, 3]|	[]|	[(3, 2, 'k7p')]|	ROOT neVlalu kadupulo uMtuMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k7p'), (3, 1, 'k7t')]|	ROOT neVlalu kadupulo uMtuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT neVlalu niMdesariki avayavAlu eVxuguwAyi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT neVlalu niMdesariki avayavAlu eVxuguwAyi
LEFTARC#k1|	[0, 1, 2]|	[3, 4]|	[]|	ROOT neVlalu niMdesariki avayavAlu eVxuguwAyi
SHIFT|	[0, 2]|	[3, 4]|	[(2, 1, 'k1')]|	ROOT neVlalu niMdesariki avayavAlu eVxuguwAyi
SHIFT|	[0, 2, 3]|	[4]|	[(2, 1, 'k1')]|	ROOT neVlalu niMdesariki avayavAlu eVxuguwAyi
LEFTARC#k1|	[0, 2, 3, 4]|	[]|	[(2, 1, 'k1')]|	ROOT neVlalu niMdesariki avayavAlu eVxuguwAyi
LEFTARC#vmod|	[0, 2, 4]|	[]|	[(2, 1, 'k1'), (4, 3, 'k1')]|	ROOT neVlalu niMdesariki avayavAlu eVxuguwAyi
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'k1'), (4, 3, 'k1'), (4, 2, 'vmod')]|	ROOT neVlalu niMdesariki avayavAlu eVxuguwAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT piMdaM ummanIru uMtuMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT piMdaM ummanIru uMtuMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT piMdaM ummanIru uMtuMxi
LEFTARC#k1|	[0, 1, 2, 3]|	[]|	[]|	ROOT piMdaM ummanIru uMtuMxi
LEFTARC#k7p|	[0, 1, 3]|	[]|	[(3, 2, 'k1')]|	ROOT piMdaM ummanIru uMtuMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k1'), (3, 1, 'k7p')]|	ROOT piMdaM ummanIru uMtuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT ummanIru piMdAniki xeVbba wagalanivvaxu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT ummanIru piMdAniki xeVbba wagalanivvaxu
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT ummanIru piMdAniki xeVbba wagalanivvaxu
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT ummanIru piMdAniki xeVbba wagalanivvaxu
LEFTARC#pk1|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT ummanIru piMdAniki xeVbba wagalanivvaxu
LEFTARC#k4a|	[0, 1, 2, 4]|	[]|	[(4, 3, 'pk1')]|	ROOT ummanIru piMdAniki xeVbba wagalanivvaxu
LEFTARC#k1|	[0, 1, 4]|	[]|	[(4, 3, 'pk1'), (4, 2, 'k4a')]|	ROOT ummanIru piMdAniki xeVbba wagalanivvaxu
RIGHTARC#root|	[0, 4]|	[]|	[(4, 3, 'pk1'), (4, 2, 'k4a'), (4, 1, 'k1')]|	ROOT ummanIru piMdAniki xeVbba wagalanivvaxu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT jAgrawwagA piMdAnni kApAduwuMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT jAgrawwagA piMdAnni kApAduwuMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT jAgrawwagA piMdAnni kApAduwuMxi
LEFTARC#k2|	[0, 1, 2, 3]|	[]|	[]|	ROOT jAgrawwagA piMdAnni kApAduwuMxi
LEFTARC#adv|	[0, 1, 3]|	[]|	[(3, 2, 'k2')]|	ROOT jAgrawwagA piMdAnni kApAduwuMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k2'), (3, 1, 'adv')]|	ROOT jAgrawwagA piMdAnni kApAduwuMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
SHIFT|	[0, 1]|	[2, 3, 4, 5, 6]|	[]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
SHIFT|	[0, 1, 2]|	[3, 4, 5, 6]|	[]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
LEFTARC#ccof|	[0, 1, 2, 3]|	[4, 5, 6]|	[]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
LEFTARC#ccof|	[0, 1, 3]|	[4, 5, 6]|	[(3, 2, 'ccof')]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
SHIFT|	[0, 3]|	[4, 5, 6]|	[(3, 2, 'ccof'), (3, 1, 'ccof')]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
LEFTARC#k2|	[0, 3, 4]|	[5, 6]|	[(3, 2, 'ccof'), (3, 1, 'ccof')]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
SHIFT|	[0, 4]|	[5, 6]|	[(3, 2, 'ccof'), (3, 1, 'ccof'), (4, 3, 'k2')]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
LEFTARC#nmod__relc|	[0, 4, 5]|	[6]|	[(3, 2, 'ccof'), (3, 1, 'ccof'), (4, 3, 'k2')]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
